Mod:Item:MetaData, Localized Name
extraplanets:item_tier4_rocket:4, Tier 4 Rocket
extraplanets:schematic_tier4:0, NASA Workbench Schematic
extraplanets:nose_cone_tier4:0, Tier 4 Nose Cone
extraplanets:tier4_items:0, Tier 4 Rocket Engine
extraplanets:tier4_items:1, Tier 4 Booster
extraplanets:tier4_items:2, Tier 4 Rocket Fins
extraplanets:tier4_items:3, Heavy-Duty Plate
extraplanets:tier4_items:4, Compressed Carbon
extraplanets:tier4_items:5, Carbon Ingot
extraplanets:tier4_items:6, Diamond Shard
extraplanets:t4key:0, Tier 4 Dungeon Key
extraplanets:ingot_uranium:0, Uranium Ingot
extraplanets:item_tier5_rocket:0, Tier 5 Rocket
extraplanets:item_tier5_rocket:1, Tier 5 Rocket
extraplanets:item_tier5_rocket:2, Tier 5 Rocket
extraplanets:item_tier5_rocket:3, Tier 5 Rocket
extraplanets:item_tier5_rocket:4, Tier 5 Rocket
extraplanets:schematic_tier5:0, NASA Workbench Schematic
extraplanets:nose_cone_tier5:0, Tier 5 Nose Cone
extraplanets:tier5_items:0, Tier 5 Rocket Engine
extraplanets:tier5_items:1, Tier 5 Booster
extraplanets:tier5_items:2, Tier 5 Rocket Fins
extraplanets:tier5_items:3, Heavy-Duty Plate
extraplanets:tier5_items:4, Compressed Palladium
extraplanets:tier5_items:5, Palladium Ingot
extraplanets:tier5_items:6, Compressed Nickel
extraplanets:tier5_items:7, Nickel Ingot
extraplanets:tier5_items:8, Red Gem
extraplanets:tier5_items:9, Ash Powder
extraplanets:tier5_items:10, Ash Shard
extraplanets:tier5_items:11, Volcanic Shard
extraplanets:tier5_items:12, Volcanic Ingot
extraplanets:t5key:0, Tier 5 Dungeon Key
extraplanets:nickel_battery, Nickel Battery
extraplanets:item_tier6_rocket:0, Tier 6 Rocket
extraplanets:item_tier6_rocket:1, Tier 6 Rocket
extraplanets:item_tier6_rocket:2, Tier 6 Rocket
extraplanets:item_tier6_rocket:3, Tier 6 Rocket
extraplanets:item_tier6_rocket:4, Tier 6 Rocket
extraplanets:schematic_tier6:0, NASA Workbench Schematic
extraplanets:nose_cone_tier6:0, Tier 6 Nose Cone
extraplanets:tier6_items:0, Tier 6 Rocket Engine
extraplanets:tier6_items:1, Tier 6 Booster
extraplanets:tier6_items:2, Tier 6 Rocket Fins
extraplanets:tier6_items:3, Heavy-Duty Plate
extraplanets:tier6_items:4, Compressed Magnesium
extraplanets:tier6_items:5, Magnesium Ingot
extraplanets:t6key:0, Tier 6 Dungeon Key
extraplanets:item_tier7_rocket:0, Tier 7 Rocket
extraplanets:item_tier7_rocket:1, Tier 7 Rocket
extraplanets:item_tier7_rocket:2, Tier 7 Rocket
extraplanets:item_tier7_rocket:3, Tier 7 Rocket
extraplanets:item_tier7_rocket:4, Tier 7 Rocket
extraplanets:schematic_tier7:0, NASA Workbench Schematic
extraplanets:nose_cone_tier7:0, Tier 7 Nose Cone
extraplanets:tier7_items:0, Tier 7 Rocket Engine
extraplanets:tier7_items:1, Tier 7 Booster
extraplanets:tier7_items:2, Tier 7 Rocket Fins
extraplanets:tier7_items:3, Heavy-Duty Plate
extraplanets:tier7_items:4, Compressed Crystal
extraplanets:tier7_items:5, Crystal Ingot
extraplanets:tier7_items:6, Compressed Reinforced Crystal
extraplanets:tier7_items:7, White Gem
extraplanets:t7key:0, Tier 7 Dungeon Key
extraplanets:item_tier8_rocket:0, Tier 8 Rocket
extraplanets:item_tier8_rocket:1, Tier 8 Rocket
extraplanets:item_tier8_rocket:2, Tier 8 Rocket
extraplanets:item_tier8_rocket:3, Tier 8 Rocket
extraplanets:item_tier8_rocket:4, Tier 8 Rocket
extraplanets:schematic_tier8:0, NASA Workbench Schematic
extraplanets:nose_cone_tier8:0, Tier 8 Nose Cone
extraplanets:tier8_items:0, Tier 8 Rocket Engine
extraplanets:tier8_items:1, Tier 8 Booster
extraplanets:tier8_items:2, Tier 8 Rocket Fins
extraplanets:tier8_items:3, Heavy-Duty Plate
extraplanets:tier8_items:4, Compressed Zinc
extraplanets:tier8_items:5, Zinc Ingot
extraplanets:tier8_items:6, Blue Gem
extraplanets:t8key:0, Tier 8 Dungeon Key
extraplanets:zinc_battery, Zinc Battery
extraplanets:item_tier9_rocket:0, Tier 9 Rocket
extraplanets:item_tier9_rocket:1, Tier 9 Rocket
extraplanets:item_tier9_rocket:2, Tier 9 Rocket
extraplanets:item_tier9_rocket:3, Tier 9 Rocket
extraplanets:item_tier9_rocket:4, Tier 9 Rocket
extraplanets:schematic_tier9:0, NASA Workbench Schematic
extraplanets:nose_cone_tier9:0, Tier 9 Nose Cone
extraplanets:tier9_items:0, Tier 9 Rocket Engine
extraplanets:tier9_items:1, Tier 9 Booster
extraplanets:tier9_items:2, Tier 9 Rocket Fins
extraplanets:tier9_items:3, Heavy-Duty Plate
extraplanets:tier9_items:4, Compressed Tungsten
extraplanets:tier9_items:5, Tungsten Ingot
extraplanets:t9key:0, Tier 9 Dungeon Key
extraplanets:item_tier10_rocket:0, Tier 10 Rocket
extraplanets:item_tier10_rocket:1, Tier 10 Rocket
extraplanets:item_tier10_rocket:2, Tier 10 Rocket
extraplanets:item_tier10_rocket:3, Tier 10 Rocket
extraplanets:item_tier10_rocket:4, Tier 10 Rocket
extraplanets:schematic_tier10:0, NASA Workbench Schematic
extraplanets:nose_cone_tier10:0, Tier 10 Nose Cone
extraplanets:tier10_items:0, Tier 10 Rocket Engine
extraplanets:tier10_items:1, Tier 10 Booster
extraplanets:tier10_items:2, Tier 10 Rocket Fins
extraplanets:tier10_items:3, Heavy-Duty Plate
extraplanets:tier10_items:4, Compressed Dark Iron
extraplanets:tier10_items:5, Dark Iron Ingot
extraplanets:t10key:0, Tier 10 Dungeon Key
extraplanets:schematic_tier10_electric_rocket:0, NASA Workbench Schematic
extraplanets:tier11_items:0, Blue Diamond
extraplanets:tier11_items:1, Red Diamond
extraplanets:tier11_items:2, Purple Diamond
extraplanets:tier11_items:3, Yellow Diamond
extraplanets:tier11_items:4, Green Diamond
extraplanets:tier11_items:5, Platinum Ingot
extraplanets:tier11_items:6, Compressed Platinum
extraplanets:tier11_items:7, Blue Sticks
extraplanets:tier11_items:8, Red Sticks
extraplanets:tier11_items:9, Purple Sticks
extraplanets:tier11_items:10, Yellow Sticks
extraplanets:tier11_items:11, Green Sticks
extraplanets:tier11_items:12, Brown Sticks
extraplanets:apple_diamond:0, Diamond Apple
extraplanets:apple_diamond:1, Diamond Apple
extraplanets:apple_iron:0, Iron Apple
extraplanets:apple_iron:1, Iron Apple
extraplanets:thermal_cloth:0, Tier 3 Thermal Cloth
extraplanets:thermal_cloth:1, Tier 4 Thermal Cloth
extraplanets:thermal_cloth:2, Tier 5 Thermal Cloth
extraplanets:tier3_thermal_padding:0, Tier 3 Thermal Padding Helm
extraplanets:tier3_thermal_padding:1, Tier 3 Thermal Padding Chestpiece
extraplanets:tier3_thermal_padding:2, Tier 3 Thermal Padding Leggings
extraplanets:tier3_thermal_padding:3, Tier 3 Thermal Padding Boots
extraplanets:tier4_thermal_padding:0, Tier 4 Thermal Padding Helm
extraplanets:tier4_thermal_padding:1, Tier 4 Thermal Padding Chestpiece
extraplanets:tier4_thermal_padding:2, Tier 4 Thermal Padding Leggings
extraplanets:tier4_thermal_padding:3, Tier 4 Thermal Padding Boots
extraplanets:tier5_thermal_padding:0, Tier 5 Thermal Padding Helm
extraplanets:tier5_thermal_padding:1, Tier 5 Thermal Padding Chestpiece
extraplanets:tier5_thermal_padding:2, Tier 5 Thermal Padding Leggings
extraplanets:tier5_thermal_padding:3, Tier 5 Thermal Padding Boots
extraplanets:advanced_battery, Advanced Battery
extraplanets:ultimate_battery, Ultimate Battery
extraplanets:massive_battery, Massive Battery
extraplanets:oxygen_tank_very_heavy_full, Very Heavy Oxygen Tank
extraplanets:oxygen_tank_extremely_heavy_full, Extremely Heavy Oxygen Tank
extraplanets:tier1_pressure_layer:0, Tier 1 Pressure Layer
extraplanets:tier2_pressure_layer:0, Tier 2 Pressure Layer
extraplanets:tier3_pressure_layer:0, Tier 3 Pressure Layer
extraplanets:tier4_pressure_layer:0, Tier 4 Pressure Layer
extraplanets:tier1_radiation_layer:0, Tier 1 Radiation Layer
extraplanets:tier2_radiation_layer:0, Tier 2 Radiation Layer
extraplanets:tier3_radiation_layer:0, Tier 3 Radiation Layer
extraplanets:tier4_radiation_layer:0, Tier 4 Radiation Layer
extraplanets:tier1_armor_layer:0, Tier 1 Armour Layer
extraplanets:tier2_armor_layer:0, Tier 2 Armour Layer
extraplanets:tier3_armor_layer:0, Tier 3 Armour Layer
extraplanets:tier4_armor_layer:0, Tier 4 Armour Layer
extraplanets:tier1_un_prepared_space_suit_helmet:0, Tier 1 Un-Prepared Space Suit Helmet
extraplanets:tier1_un_prepared_space_suit_chest:0, Tier 1 Un-Prepared Space Suit Chestplate
extraplanets:tier1_un_prepared_space_suit_legings:0, Tier 1 Un-Prepared Space Suit Leggings
extraplanets:tier1_un_prepared_space_suit_boots:0, Tier 1 Un-Prepared Space Suit Boots
extraplanets:tier2_un_prepared_space_suit_helmet:0, Tier 2 Un-Prepared Space Suit Helmet
extraplanets:tier2_un_prepared_space_suit_chest:0, Tier 2 Un-Prepared Space Suit Chestplate
extraplanets:tier2_un_prepared_space_suit_legings:0, Tier 2 Un-Prepared Space Suit Leggings
extraplanets:tier2_un_prepared_space_suit_boots:0, Tier 2 Un-Prepared Space Suit Boots
extraplanets:tier3_un_prepared_space_suit_helmet:0, Tier 3 Un-Prepared Space Suit Helmet
extraplanets:tier3_un_prepared_space_suit_chest:0, Tier 3 Un-Prepared Space Suit Chestplate
extraplanets:tier3_un_prepared_space_suit_legings:0, Tier 3 Un-Prepared Space Suit Leggings
extraplanets:tier3_un_prepared_space_suit_boots:0, Tier 3 Un-Prepared Space Suit Boots
extraplanets:tier4_un_prepared_space_suit_helmet:0, Tier 4 Un-Prepared Space Suit Helmet
extraplanets:tier4_un_prepared_space_suit_chest:0, Tier 4 Un-Prepared Space Suit Chestplate
extraplanets:tier4_un_prepared_space_suit_legings:0, Tier 4 Un-Prepared Space Suit Leggings
extraplanets:tier4_un_prepared_space_suit_boots:0, Tier 4 Un-Prepared Space Suit Boots
extraplanets:enviro_emergency_kit, Environment Emergency Kit
extraplanets:module_items:0, No Fall Damage Module
extraplanets:module_items:1, Oxygen Controller
extraplanets:module_items:2, Space Gear Controller
extraplanets:iodide_salt:0, Iodized Salt
extraplanets:potassium_iodide:0, Potassium Iodide
extraplanets:potassium:0, Potassium
extraplanets:potash_shards:0, Potash Shard
extraplanets:anti_radiation:0, Anti-Rad
extraplanets:mars_rover, Mars Rover
extraplanets:schematic_mars_rover, NASA Workbench Schematic
extraplanets:venus_rover, Venus Rover
extraplanets:schematic_venus_rover, NASA Workbench Schematic
extraplanets:electric_parts:0, Tier 1 Battery
extraplanets:electric_parts:1, Tier 2 Battery
extraplanets:electric_parts:2, Tier 1 Wheel
extraplanets:electric_parts:3, Tier 2 Wheel
extraplanets:canned_food:0, Can of Food
extraplanets:canned_food:1, Can of Food
extraplanets:canned_food:2, Can of Food
extraplanets:canned_food:3, Can of Food
extraplanets:wafer:0, Diamond Wafer
extraplanets:wafer:1, Carbon Wafer
extraplanets:wafer:2, Titanium Wafer
extraplanets:wafer:3, Red Gem Wafer
extraplanets:wafer:4, Blue Gem Wafer
extraplanets:wafer:5, White Gem Wafer
extraplanets:ingot_lead:0, Lead Ingot
extraplanets:cloth:0, Wool Cloth
extraplanets:tools:0, Sledge Hammer
extraplanets:tools:1, Grinding Wheel
extraplanets:tools:2, String Mesh
extraplanets:tools:3, Filter
extraplanets:gravity_controller:0, Gravity Controller
extraplanets:tier1_kit:0, Tier 1 Full Kit
extraplanets:tier1_kit:1, Tier 1 Basic Setup Kit
extraplanets:tier1_kit:2, Tier 1 Full Kit without Oxygen
extraplanets:tier1_kit:3, Tier 1 Full Kit without Thermal Protection
extraplanets:tier1_kit:4, Tier 1 Oxygen Kit
extraplanets:tier1_kit:5, Tier 1 Protection Kit
extraplanets:tier2_kit:0, Tier 2 Full Kit
extraplanets:tier2_kit:1, Tier 2 Basic Setup Kit
extraplanets:tier2_kit:2, Tier 2 Full Kit without Oxygen
extraplanets:tier2_kit:3, Tier 2 Full Kit without Thermal Protection
extraplanets:tier2_kit:4, Tier 2 Oxygen Kit
extraplanets:tier2_kit:5, Tier 2 Protection Kit
extraplanets:tier3_kit:0, Tier 3 Full Kit
extraplanets:tier3_kit:1, Tier 3 Basic Setup Kit
extraplanets:tier3_kit:2, Tier 3 Full Kit without Oxygen
extraplanets:tier3_kit:3, Tier 3 Full Kit without Thermal Protection
extraplanets:tier3_kit:4, Tier 3 Oxygen Kit
extraplanets:tier3_kit:5, Tier 3 Protection Kit
extraplanets:tier4_kit:0, Tier 4 Full Kit
extraplanets:tier4_kit:1, Tier 4 Basic Setup Kit
extraplanets:tier4_kit:2, Tier 4 Full Kit without Oxygen
extraplanets:tier4_kit:3, Tier 4 Full Kit without Thermal Protection
extraplanets:tier4_kit:4, Tier 4 Oxygen Kit
extraplanets:tier4_kit:5, Tier 4 Protection Kit
extraplanets:tier5_kit:0, Tier 5 Full Kit
extraplanets:tier5_kit:1, Tier 5 Basic Setup Kit
extraplanets:tier5_kit:2, Tier 5 Full Kit without Oxygen
extraplanets:tier5_kit:3, Tier 5 Full Kit without Thermal Protection
extraplanets:tier5_kit:4, Tier 5 Oxygen Kit
extraplanets:tier5_kit:5, Tier 5 Protection Kit
extraplanets:item_tier10_electric_rocket:0, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:1, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:2, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:3, Tier 10 Electric Rocket
extraplanets:item_tier10_electric_rocket:4, Tier 10 Electric Rocket
extraplanets:geiger_counter:0, Handheld Geiger Counter
extraplanets:white_sugar_cane_item, White Sugar Cane
extraplanets:chocolate_bar, Chocolate Bar
extraplanets:caramel_bar, Caramel Bar
extraplanets:oxygen_tank_light_full_black, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_red, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_green, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_brown, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_purple, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_cyan, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_gray, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_pink, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_yellow, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_light_blue, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_magenta, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_orange, Light Oxygen Tank
extraplanets:oxygen_tank_light_full_white, Light Oxygen Tank
extraplanets:oxygen_tank_med_full_black, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_red, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_green, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_brown, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_purple, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_cyan, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_gray, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_pink, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_yellow, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_light_blue, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_magenta, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_lime, Medium Oxygen Tank
extraplanets:oxygen_tank_med_full_white, Medium Oxygen Tank
extraplanets:oxygen_tank_heavy_full_black, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_lime, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_green, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_brown, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_purple, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_cyan, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_gray, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_pink, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_yellow, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_light_blue, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_magenta, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_orange, Heavy Oxygen Tank
extraplanets:oxygen_tank_heavy_full_white, Heavy Oxygen Tank
cfm:coffee_table_oak, Oak Coffee Table
cfm:coffee_table_spruce, Spruce Coffee Table
cfm:coffee_table_birch, Birch Coffee Table
cfm:coffee_table_jungle, Jungle Coffee Table
cfm:coffee_table_acacia, Acacia Coffee Table
cfm:coffee_table_dark_oak, Dark Oak Coffee Table
cfm:coffee_table_stone, Stone Coffee Table
cfm:coffee_table_granite, Granite Coffee Table
cfm:coffee_table_diorite, Diorite Coffee Table
cfm:coffee_table_andesite, Andesite Coffee Table
cfm:table_oak, Oak Table
cfm:table_spruce, Spruce Table
cfm:table_birch, Birch Table
cfm:table_jungle, Jungle Table
cfm:table_acacia, Acacia Table
cfm:table_dark_oak, Dark Oak Table
cfm:table_stone, Stone Table
cfm:table_granite, Granite Table
cfm:table_diorite, Diorite Table
cfm:table_andesite, Andesite Table
cfm:chair_oak, Oak Chair
cfm:chair_spruce, Spruce Chair
cfm:chair_birch, Birch Chair
cfm:chair_jungle, Jungle Chair
cfm:chair_acacia, Acacia Chair
cfm:chair_dark_oak, Dark Oak Chair
cfm:chair_stone, Stone Chair
cfm:chair_granite, Granite Chair
cfm:chair_diorite, Diorite Chair
cfm:chair_andesite, Andesite Chair
cfm:freezer, Fridge
cfm:cabinet_oak, Oak Cabinet
cfm:cabinet_spruce, Spruce Cabinet
cfm:cabinet_birch, Birch Cabinet
cfm:cabinet_jungle, Jungle Cabinet
cfm:cabinet_acacia, Acacia Cabinet
cfm:cabinet_dark_oak, Dark Oak Cabinet
cfm:cabinet_stone, Stone Cabinet
cfm:cabinet_granite, Granite Cabinet
cfm:cabinet_diorite, Diorite Cabinet
cfm:cabinet_andesite, Andesite Cabinet
cfm:couch:0, White Couch
cfm:couch:1, Orange Couch
cfm:couch:2, Magenta Couch
cfm:couch:3, Light Blue Couch
cfm:couch:4, Yellow Couch
cfm:couch:5, Lime Couch
cfm:couch:6, Pink Couch
cfm:couch:7, Gray Couch
cfm:couch:8, Light Gray Couch
cfm:couch:9, Cyan Couch
cfm:couch:10, Purple Couch
cfm:couch:11, Blue Couch
cfm:couch:12, Brown Couch
cfm:couch:13, Green Couch
cfm:couch:14, Red Couch
cfm:couch:15, Black Couch
cfm:couch_jeb, Rave Couch
cfm:lamp_off:0, White Lamp
cfm:lamp_off:1, Orange Lamp
cfm:lamp_off:2, Magenta Lamp
cfm:lamp_off:3, Light Blue Lamp
cfm:lamp_off:4, Yellow Lamp
cfm:lamp_off:5, Lime Lamp
cfm:lamp_off:6, Pink Lamp
cfm:lamp_off:7, Gray Lamp
cfm:lamp_off:8, Light Gray Lamp
cfm:lamp_off:9, Cyan Lamp
cfm:lamp_off:10, Purple Lamp
cfm:lamp_off:11, Blue Lamp
cfm:lamp_off:12, Brown Lamp
cfm:lamp_off:13, Green Lamp
cfm:lamp_off:14, Red Lamp
cfm:lamp_off:15, Black Lamp
cfm:blinds_open, Oak Blinds
cfm:blinds_spruce_open, Spruce Blinds
cfm:blinds_birch_open, Birch Blinds
cfm:blinds_jungle_open, Jungle Blinds
cfm:blinds_acacia_open, Acacia Blinds
cfm:blinds_dark_oak_open, Dark Oak Blinds
cfm:curtains_open:0, White Curtains
cfm:curtains_open:1, Orange Curtains
cfm:curtains_open:2, Magenta Curtains
cfm:curtains_open:3, Light Blue Curtains
cfm:curtains_open:4, Yellow Curtains
cfm:curtains_open:5, Lime Curtains
cfm:curtains_open:6, Pink Curtains
cfm:curtains_open:7, Gray Curtains
cfm:curtains_open:8, Light Gray Curtains
cfm:curtains_open:9, Cyan Curtains
cfm:curtains_open:10, Purple Curtains
cfm:curtains_open:11, Blue Curtains
cfm:curtains_open:12, Brown Curtains
cfm:curtains_open:13, Green Curtains
cfm:curtains_open:14, Red Curtains
cfm:curtains_open:15, Black Curtains
cfm:bedside_cabinet_oak, Oak Bedside Cabinet
cfm:bedside_cabinet_spruce, Spruce Bedside Cabinet
cfm:bedside_cabinet_birch, Birch Bedside Cabinet
cfm:bedside_cabinet_jungle, Jungle Bedside Cabinet
cfm:bedside_cabinet_acacia, Acacia Bedside Cabinet
cfm:bedside_cabinet_dark_oak, Dark Oak Bedside Cabinet
cfm:bedside_cabinet_stone, Stone Bedside Cabinet
cfm:bedside_cabinet_granite, Granite Bedside Cabinet
cfm:bedside_cabinet_diorite, Diorite Bedside Cabinet
cfm:bedside_cabinet_andesite, Andesite Bedside Cabinet
cfm:oven, Oven
cfm:range_hood, Oven Rangehood
cfm:hedge_oak, Oak Hedge
cfm:hedge_spruce, Spruce Hedge
cfm:hedge_birch, Birch Hedge
cfm:hedge_jungle, Jungle Hedge
cfm:hedge_acacia, Acacia Hedge
cfm:hedge_dark_oak, Dark Oak Hedge
cfm:bird_bath, Bird Bath
cfm:stone_path, Stone Path
cfm:white_fence, White Fence
cfm:white_gate, White Gate
cfm:tap, Tap
cfm:mail_box, Oak Mail Box
cfm:mail_box_spruce, Spruce Mail Box
cfm:mail_box_birch, Birch Mail Box
cfm:mail_box_jungle, Jungle Mail Box
cfm:mail_box_acacia, Acacia Mail Box
cfm:mail_box_dark_oak, Dark Oak Mail Box
cfm:tv, TV
cfm:computer, Computer
cfm:printer, Printer
cfm:electric_fence, Electric Fence
cfm:door_bell, Oak Door Bell
cfm:door_bell_spruce, Spruce Door Bell
cfm:door_bell_birch, Birch Door Bell
cfm:door_bell_jungle, Jungle Door Bell
cfm:door_bell_acacia, Acacia Door Bell
cfm:door_bell_dark_oak, Dark Oak Door Bell
cfm:fire_alarm_off, Fire Alarm
cfm:fire_alarm_on, Fire Alarm (On)
cfm:ceiling_light_off, Ceiling Light
cfm:stereo, Stereo
cfm:toilet, Toilet
cfm:basin, Basin
cfm:wall_cabinet, Wall Cabinet
cfm:bath_bottom, Bath
cfm:shower_bottom, Shower
cfm:shower_head_off, Shower Head
cfm:bin, Bin
cfm:present:0, White Present
cfm:present:1, Orange Present
cfm:present:2, Magenta Present
cfm:present:3, Light Blue Present
cfm:present:4, Yellow Present
cfm:present:5, Lime Present
cfm:present:6, Pink Present
cfm:present:7, Gray Present
cfm:present:8, Light Gray Present
cfm:present:9, Cyan Present
cfm:present:10, Purple Present
cfm:present:11, Blue Present
cfm:present:12, Brown Present
cfm:present:13, Green Present
cfm:present:14, Red Present
cfm:present:15, Black Present
cfm:tree_bottom, Christmas Tree
cfm:toaster, Toaster
cfm:microwave, Microwave
cfm:washing_machine, Washing Machine
cfm:cookie_jar, Cookie Jar
cfm:blender, Blender
cfm:plate, Plate
cfm:counter:0, White Kitchen Counter
cfm:counter:1, Orange Kitchen Counter
cfm:counter:2, Magenta Kitchen Counter
cfm:counter:3, Light Blue Kitchen Counter
cfm:counter:4, Yellow Kitchen Counter
cfm:counter:5, Lime Kitchen Counter
cfm:counter:6, Pink Kitchen Counter
cfm:counter:7, Gray Kitchen Counter
cfm:counter:8, Light Gray Kitchen Counter
cfm:counter:9, Cyan Kitchen Counter
cfm:counter:10, Purple Kitchen Counter
cfm:counter:11, Blue Kitchen Counter
cfm:counter:12, Brown Kitchen Counter
cfm:counter:13, Green Kitchen Counter
cfm:counter:14, Red Kitchen Counter
cfm:counter:15, Black Kitchen Counter
cfm:counter_sink:0, White Kitchen Counter (Sink)
cfm:counter_sink:1, Orange Kitchen Counter (Sink)
cfm:counter_sink:2, Magenta Kitchen Counter (Sink)
cfm:counter_sink:3, Light Blue Kitchen Counter (Sink)
cfm:counter_sink:4, Yellow Kitchen Counter (Sink)
cfm:counter_sink:5, Lime Kitchen Counter (Sink)
cfm:counter_sink:6, Pink Kitchen Counter (Sink)
cfm:counter_sink:7, Gray Kitchen Counter (Sink)
cfm:counter_sink:8, Light Gray Kitchen Counter (Sink)
cfm:counter_sink:9, Cyan Kitchen Counter (Sink)
cfm:counter_sink:10, Purple Kitchen Counter (Sink)
cfm:counter_sink:11, Blue Kitchen Counter (Sink)
cfm:counter_sink:12, Brown Kitchen Counter (Sink)
cfm:counter_sink:13, Green Kitchen Counter (Sink)
cfm:counter_sink:14, Red Kitchen Counter (Sink)
cfm:counter_sink:15, Black Kitchen Counter (Sink)
cfm:counter_drawer:0, White Kitchen Counter Drawer
cfm:counter_drawer:1, Orange Kitchen Counter Drawer
cfm:counter_drawer:2, Magenta Kitchen Counter Drawer
cfm:counter_drawer:3, Light Blue Kitchen Counter Drawer
cfm:counter_drawer:4, Yellow Kitchen Counter Drawer
cfm:counter_drawer:5, Lime Kitchen Counter Drawer
cfm:counter_drawer:6, Pink Kitchen Counter Drawer
cfm:counter_drawer:7, Gray Kitchen Counter Drawer
cfm:counter_drawer:8, Light Gray Kitchen Counter Drawer
cfm:counter_drawer:9, Cyan Kitchen Counter Drawer
cfm:counter_drawer:10, Purple Kitchen Counter Drawer
cfm:counter_drawer:11, Blue Kitchen Counter Drawer
cfm:counter_drawer:12, Brown Kitchen Counter Drawer
cfm:counter_drawer:13, Green Kitchen Counter Drawer
cfm:counter_drawer:14, Red Kitchen Counter Drawer
cfm:counter_drawer:15, Black Kitchen Counter Drawer
cfm:dishwasher, Dishwasher
cfm:cabinet_kitchen:0, White Kitchen Cabinet
cfm:cabinet_kitchen:1, Orange Kitchen Cabinet
cfm:cabinet_kitchen:2, Magenta Kitchen Cabinet
cfm:cabinet_kitchen:3, Light Blue Kitchen Cabinet
cfm:cabinet_kitchen:4, Yellow Kitchen Cabinet
cfm:cabinet_kitchen:5, Lime Kitchen Cabinet
cfm:cabinet_kitchen:6, Pink Kitchen Cabinet
cfm:cabinet_kitchen:7, Gray Kitchen Cabinet
cfm:cabinet_kitchen:8, Light Gray Kitchen Cabinet
cfm:cabinet_kitchen:9, Cyan Kitchen Cabinet
cfm:cabinet_kitchen:10, Purple Kitchen Cabinet
cfm:cabinet_kitchen:11, Blue Kitchen Cabinet
cfm:cabinet_kitchen:12, Brown Kitchen Cabinet
cfm:cabinet_kitchen:13, Green Kitchen Cabinet
cfm:cabinet_kitchen:14, Red Kitchen Cabinet
cfm:cabinet_kitchen:15, Black Kitchen Cabinet
cfm:chopping_board, Chopping Board
cfm:bar_stool:0, White Bar Stool
cfm:bar_stool:1, Orange Bar Stool
cfm:bar_stool:2, Magenta Bar Stool
cfm:bar_stool:3, Light Blue Bar Stool
cfm:bar_stool:4, Yellow Bar Stool
cfm:bar_stool:5, Lime Bar Stool
cfm:bar_stool:6, Pink Bar Stool
cfm:bar_stool:7, Gray Bar Stool
cfm:bar_stool:8, Light Gray Bar Stool
cfm:bar_stool:9, Cyan Bar Stool
cfm:bar_stool:10, Purple Bar Stool
cfm:bar_stool:11, Blue Bar Stool
cfm:bar_stool:12, Brown Bar Stool
cfm:bar_stool:13, Green Bar Stool
cfm:bar_stool:14, Red Bar Stool
